INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-488,3R,Não,6.512.222.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,4.2,6.875,5.666.666.666.666.660,7.291.666.666.666.660,5.611.103.333.333.330,10
,ALUNO-489,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-490,3B,Não,8.003.127.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958.335,8.5,6.875,8.666.666.666.666.660,765.625,829.167,5
Escola Pública,ALUNO-491,1F,Não,6.662.084,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,2.3,7.5,10,7.1875,691.666,5
Escola Pública,ALUNO-492,7A,Não,7.602.290.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,666.666,8.1,7.5,5.833.333.333.333.330,765.625,8.166.665,10
,ALUNO-493,,,,,,,,,,,,,,
,ALUNO-494,,,,,,,,,,,,,,
FIAP,ALUNO-495,8A,,8.651.667,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,791.667,10,7.5,8.4,0,0,10
Rede Decisão/União,ALUNO-496,3B,Não,8.688.544.833.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.5,7.5,7.666.666.666.666.660,796.875,85.416.725,10
,ALUNO-497,,,,,,,,,,,,,,
,ALUNO-498,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-499,1B,Não,8.308.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.7,10,9,7.1875,8,5
Escola Pública,ALUNO-500,6A,Não,7.771.876.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,8.5,7.5,4.833.333.333.333.330,796.875,8.208.335,10
,ALUNO-501,,,,,,,,,,,,,,
Escola Pública,ALUNO-502,4L,Não,8.179.167.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,8.5,7.5,6.666.666.666.666.660,8.541.666.666.666.660,8.333.333.333.333.330,10
Escola Pública,ALUNO-503,0B,Não,7.233.337.000.000.000,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,7.5,5.75,2.5,5.916.675,10
,ALUNO-504,,,,,,,,,,,,,,
,ALUNO-505,,,,,,,,,,,,,,
Escola Pública,ALUNO-506,0A,Não,8.783.335.000.000.000,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,10,7.5,10,7.5,7.166.665,10
Escola Pública,ALUNO-507,3E,Não,8.008.612.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,8.8,5,7.666.666.666.666.660,8.125,7.222.219.999.999.990,10
,ALUNO-508,,,,,,,,,,,,,,
Escola Pública,ALUNO-509,7A,Sim,8.215.626.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,9.5,7.5,6.333.333.333.333.330,765.625,87.083.375,10
,ALUNO-510,,,,,,,,,,,,,,
,ALUNO-511,,,,,,,,,,,,,,
Escola Pública,ALUNO-512,3C,Sim,8.302.779.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875.001,10,4.375,8.333.333.333.333.330,9.791.666.666.666.660,9.222.226.666.666.660,5
Escola Pública,ALUNO-513,1G,Não,8.734.168,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,74.166.799.999.999.900,9.4,7.5,10,8.125,7.75,10
,ALUNO-514,,,,,,,,,,,,,,
Escola Pública,ALUNO-515,5G,Não,7.521.039.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,666.666,9.1,6.875,6.333.333.333.333.330,796.875,641.666,10
,ALUNO-516,,,,,,,,,,,,,,
Escola Pública,ALUNO-517,5B,Não,6.953.335.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,3.1,7.5,6.333.333.333.333.330,8.333.333.333.333.330,7.833.336.666.666.660,10
Rede Decisão/União,ALUNO-518,6A,Não,8.320.209.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,9.2,7.5,7.333.333.333.333.330,796.875,79.583.325,10
,ALUNO-519,,,,,,,,,,,,,,
Escola Pública,ALUNO-520,2N,Sim,817.278,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,74.166.799.999.999.900,9.6,6.25,6,8.75,905.556,10
Escola Pública,ALUNO-521,1E,Não,8.647.224.666.666.660,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.5,10,10,8.75,8.611.113.333.333.330,5
Escola Pública,ALUNO-522,1A,Não,7.495.419,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.3,7.5,6.5,7.1875,7.583.335,5
,ALUNO-523,,,,,,,,,,,,,,
Escola Pública,ALUNO-524,0F,Não,8.362.502.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,7.5,9.5,8.125,7.5,5
,ALUNO-525,,,,,,,,,,,,,,
,ALUNO-526,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-527,5F,Sim,7.903.127.833.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,8.5,6.875,6.666.666.666.666.660,890.625,9.375.007.500.000.000,5
,ALUNO-528,,,,,,,,,,,,,,
,ALUNO-529,,,,,,,,,,,,,,
Escola Pública,ALUNO-530,1M,Não,5.045.418.000.000.000,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,3.3,7.5,0,7.1875,758.333,5
Escola Pública,ALUNO-531,4A,Sim,7.579.446.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,9.8,7.5,5,7.916.666.666.666.660,872.223,5
,ALUNO-532,,,,,,,,,,,,,,
Escola Pública,ALUNO-533,2C,Não,5.635.834.000.000.000,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,6.7,6.875,0,7.916.666.666.666.660,6.833.326.666.666.660,5
Escola Pública,ALUNO-534,0H,Não,8.306.252,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,6.25,10,7.8125,7.5,5
Escola Pública,ALUNO-535,1M,Não,6.958.335,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.5,5.625,7.5,5.625,7.416.665,2.5
,ALUNO-536,,,,,,,,,,,,,,
,ALUNO-537,,,,,,,,,,,,,,
,ALUNO-538,,,,,,,,,,,,,,
,ALUNO-539,,,,,,,,,,,,,,
Escola Pública,ALUNO-540,1G,Não,7.482.502,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.1,7.5,7,8.125,7.75,5
Escola Pública,ALUNO-541,3F,Sim,9.098.057.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,9.9,6.875,9.666.666.666.666.660,7.916.666.666.666.660,8.944.446.666.666.660,10
,ALUNO-542,,,,,,,,,,,,,,
,ALUNO-543,,,,,,,,,,,,,,
Escola Pública,ALUNO-544,2R,Não,6.706.112,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,7.6,3.75,5.5,7.5,7.555.549.999.999.990,5
Escola Pública,ALUNO-545,1J,Não,6.742.502.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,6.9,7.5,5,7.291.666.666.666.660,7.666.666.666.666.660,5
Escola Pública,ALUNO-546,5L,Não,4.928.614.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.335,5.4,3.125,4.666.666.666.666.660,5.416.666.666.666.660,4.888.896.666.666.660,2.5
Escola Pública,ALUNO-547,4L,Não,7.275.557.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,6.6,5,6,8.333.333.333.333.330,7.944.450.000.000.000,10
,ALUNO-548,,,,,,,,,,,,,,
Escola Pública,ALUNO-549,3M,Não,45.827.085,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,750.001,1.7,4.375,0,796.875,62.916.625,10
,ALUNO-550,,,,,,,,,,,,,,
,ALUNO-551,,,,,,,,,,,,,,
Escola Pública,ALUNO-552,2P,Não,57.302.773.333.333.300,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,8.7,6.875,3,7.916.666.666.666.660,7.055.553.333.333.330,5
,ALUNO-553,,,,,,,,,,,,,,
,ALUNO-554,,,,,,,,,,,,,,
Escola Pública,ALUNO-555,1J,Não,7.816.668.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.5,7.5,7.5,7.5,7.833.333.333.333.330,5
,ALUNO-556,,,,,,,,,,,,,,
Escola Pública,ALUNO-557,2M,Não,7.702.085,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.5,6.25,7.5,8.4375,7.916.665,5
,ALUNO-558,,,,,,,,,,,,,,
Escola Pública,ALUNO-559,2H,Não,5.866.251,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,4.3,7.5,4,6.5625,7.249.995,5
Escola Pública,ALUNO-560,1N,Não,68.558.346.666.666.600,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,891.668,5.3,7.5,7.5,6.875,7.333.333.333.333.330,5
Escola Pública,ALUNO-561,3F,Não,60.124.986.666.666.600,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,5.5,7.5,11.666.666.666.666.600,8.125,6.833.326.666.666.660,10
Escola Pública,ALUNO-562,2L,Não,8.356.669.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.7,7.5,6.25,9.166.666.666.666.660,8.500.003.333.333.330,10
,ALUNO-563,,,,,,,,,,,,,,
Escola Pública,ALUNO-564,3A,Não,7.288.543.499.999.990,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,4,5,9,796.875,71.666.675,10
,ALUNO-565,,,,,,,,,,,,,,
,ALUNO-566,,,,,,,,,,,,,,
,ALUNO-567,,,,,,,,,,,,,,
Escola Pública,ALUNO-568,3F,Não,7.724.721.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,9.7,7.5,7.333.333.333.333.330,8.125,7.111.103.333.333.330,5
Escola Pública,ALUNO-569,0B,Sim,9.233.336,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,10,7.5,10,7.5,891.667,10
Escola Pública,ALUNO-570,1R,Não,7.682.224.000.000.000,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.3,7.5,10,7.5,761.111,5
,ALUNO-571,,,,,,,,,,,,,,
,ALUNO-572,,,,,,,,,,,,,,
,ALUNO-573,,,,,,,,,,,,,,
Escola Pública,ALUNO-574,5G,Não,7.638.334.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958.335,8.4,6.875,7.666.666.666.666.660,8.125,733.333,5
,ALUNO-575,,,,,,,,,,,,,,
,ALUNO-576,,,,,,,,,,,,,,
Escola Pública,ALUNO-577,1K,Não,5.295.835.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,750.002,5,7.5,0,7.291.666.666.666.660,7.833.333.333.333.330,5
,ALUNO-578,,,,,,,,,,,,,,
Escola Pública,ALUNO-579,2H,Sim,7.841.669,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.5,6.25,6.5,5,9.083.335,10
,ALUNO-580,,,,,,,,,,,,,,
Escola Pública,ALUNO-581,4B,Não,4.741.112.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875.001,1.9,7.5,0,7.916.666.666.666.660,7.222.223.333.333.330,5
,ALUNO-582,,,,,,,,,,,,,,
Escola Pública,ALUNO-583,4E,Não,7.424.375.833.333.330,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708.334,6.2,6.875,7.666.666.666.666.660,796.875,72.916.675,10
,ALUNO-584,,,,,,,,,,,,,,
Escola Pública,ALUNO-585,1E,Não,6.519.446,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8,4.375,6,5.208.333.333.333.330,8.055.553.333.333.330,2.5
Escola Pública,ALUNO-586,1K,Não,7.982.502,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.1,7.5,10,7.291.666.666.666.660,7.666.666.666.666.660,5
,ALUNO-587,,,,,,,,,,,,,,
Escola Pública,ALUNO-588,0E,Não,8.664.586,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,10,7.5,7.5,7.8125,816.667,10
Escola Pública,ALUNO-589,1J,Não,7.393.334.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,841.668,8.3,7.5,8,5.416.666.666.666.660,7.5,5
,ALUNO-590,,,,,,,,,,,,,,
,ALUNO-591,,,,,,,,,,,,,,
,ALUNO-592,,,,,,,,,,,,,,
,ALUNO-593,,,,,,,,,,,,,,
Escola Pública,ALUNO-594,1K,Não,7.965.557.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.8,6.875,9,7.291.666.666.666.660,7.944.443.333.333.330,5
